periodo,estacion,shac,codigo,nombre,año_slope,sign,sign_2,n,años_totales,percent,lon,lat
1982-2022,Invierno,SHAC_220,5424012,CONCHALI,0.03283928609821429,0.004725337028503418,1,28,41,0.6829268292682927,-71.1566256,-32.7943131
1982-2022,Primavera,SHAC_220,5424012,CONCHALI,0.05214285280952381,5.9604644775390625e-07,1,26,41,0.6341463414634146,-71.1566256,-32.7943131
1982-2022,Verano,SHAC_220,5425006,PARCELA SAN ANTONIO,0.02451388827083334,3.0601024627685547e-4,1,33,41,0.8048780487804879,-71.2051613,-32.7985807
1982-2022,Otoño,SHAC_220,5425006,PARCELA SAN ANTONIO,0.023556545498015873,1.4781951904296875e-5,1,36,41,0.8780487804878049,-71.2051613,-32.7985807
1982-2022,Invierno,SHAC_220,5425006,PARCELA SAN ANTONIO,0.008737739091911768,0.03122127056121826,1,33,41,0.8048780487804879,-71.2051613,-32.7985807
1982-2022,Primavera,SHAC_220,5425006,PARCELA SAN ANTONIO,0.02336022018413978,1.5246868133544922e-4,1,36,41,0.8780487804878049,-71.2051613,-32.7985807
1982-2022,Verano,SHAC_220,5427010,A.P. OLMUE,0.0897916852708334,5.267858505249023e-4,1,16,41,0.3902439024390244,-71.1154751,-32.8294012
1982-2022,Otoño,SHAC_220,5427010,A.P. OLMUE,0.08098086501674638,0.0015208721160888672,1,21,41,0.5121951219512195,-71.1154751,-32.8294012
1982-2022,Invierno,SHAC_220,5427010,A.P. OLMUE,0.0880645244516129,1.4066696166992188e-05,1,22,41,0.5365853658536586,-71.1154751,-32.8294012
1982-2022,Primavera,SHAC_220,5427010,A.P. OLMUE,0.061111132333333346,0.02984774112701416,1,22,41,0.5365853658536586,-71.1154751,-32.8294012
1982-2022,Verano,SHAC_221,5425004,CALLEJON ZARAVIA,0.040000001458333344,0.07299947738647461,0,27,41,0.6585365853658537,-71.227236,-32.8184529
1982-2022,Otoño,SHAC_221,5425004,CALLEJON ZARAVIA,0.06499981749999995,9.883642196655273e-4,1,27,41,0.6585365853658537,-71.227236,-32.8184529
1982-2022,Invierno,SHAC_221,5425004,CALLEJON ZARAVIA,0.028901123681318718,0.07780468463897705,0,29,41,0.7073170731707317,-71.227236,-32.8184529
1982-2022,Primavera,SHAC_221,5425004,CALLEJON ZARAVIA,0.05480005280000004,0.03904139995574951,1,29,41,0.7073170731707317,-71.227236,-32.8184529
1982-2022,Verano,SHAC_221,5425005,CALLE SANTA MARIA,0.19997221582129637,6.576776504516602e-4,1,20,41,0.4878048780487805,-71.2288218,-32.8366135
1982-2022,Otoño,SHAC_221,5425005,CALLE SANTA MARIA,0.17684213742105265,1.1682510375976563e-05,1,23,41,0.5609756097560976,-71.2288218,-32.8366135
1982-2022,Invierno,SHAC_221,5425005,CALLE SANTA MARIA,0.14953598742518934,2.1910667419433594e-4,1,24,41,0.5853658536585366,-71.2288218,-32.8366135
1982-2022,Primavera,SHAC_221,5425005,CALLE SANTA MARIA,0.1307142833944806,2.4044513702392578e-4,1,24,41,0.5853658536585366,-71.2288218,-32.8366135
1982-2022,Verano,SHAC_221,5426005,FUNDO ESMERALDA (1),0.01342857315714286,0.017726421356201172,1,36,41,0.8780487804878049,-71.2565717,-32.9175004
1982-2022,Otoño,SHAC_221,5426005,FUNDO ESMERALDA (1),0.015294117088235294,7.865428924560547e-4,1,38,41,0.926829268292683,-71.2565717,-32.9175004
1982-2022,Invierno,SHAC_221,5426005,FUNDO ESMERALDA (1),-0.0034615374230769214,0.35853487253189087,0,38,41,0.926829268292683,-71.2565717,-32.9175004
1982-2022,Primavera,SHAC_221,5426005,FUNDO ESMERALDA (1),0.007727272136363635,0.032497406005859375,1,38,41,0.926829268292683,-71.2565717,-32.9175004
1982-2022,Verano,SHAC_221,5426006,FUNDO ESMERALDA (2),0.017324394574074073,0.03468453884124756,1,36,41,0.8780487804878049,-71.2565201,-32.9175735
1982-2022,Otoño,SHAC_221,5426006,FUNDO ESMERALDA (2),0.019270831458333325,5.401372909545898e-4,1,36,41,0.8780487804878049,-71.2565201,-32.9175735
1982-2022,Invierno,SHAC_221,5426006,FUNDO ESMERALDA (2),0.001893938484848487,0.44255971908569336,0,38,41,0.926829268292683,-71.2565201,-32.9175735
1982-2022,Primavera,SHAC_221,5426006,FUNDO ESMERALDA (2),0.007499992750000017,0.0194551944732666,1,39,41,0.9512195121951219,-71.2565201,-32.9175735
1982-2022,Verano,SHAC_221,5426007,FUNDO EL PROGRESO,0.039999998519230764,0.00015783309936523438,1,35,41,0.8536585365853658,-71.228653,-32.797362
1982-2022,Otoño,SHAC_221,5426007,FUNDO EL PROGRESO,0.04243279063037633,7.7724456787109375e-05,1,36,41,0.8780487804878049,-71.228653,-32.797362
1982-2022,Invierno,SHAC_221,5426007,FUNDO EL PROGRESO,0.04235293588235295,6.514787673950195e-4,1,38,41,0.926829268292683,-71.228653,-32.797362
1982-2022,Primavera,SHAC_221,5426007,FUNDO EL PROGRESO,0.035458337241666665,2.2494792938232422e-4,1,37,41,0.9024390243902439,-71.228653,-32.797362
1982-2022,Verano,SHAC_221,5426008,FUNDO SAN ANTONIO,0.0346153882307692,0.10061120986938477,0,30,41,0.7317073170731707,-71.2286139,-32.797507
1982-2022,Otoño,SHAC_221,5426008,FUNDO SAN ANTONIO,0.06356060617992423,0.005666971206665039,1,28,41,0.6829268292682927,-71.2286139,-32.797507
1982-2022,Invierno,SHAC_221,5426008,FUNDO SAN ANTONIO,0.03464286955158729,0.06063652038574219,0,29,41,0.7073170731707317,-71.2286139,-32.797507
1982-2022,Primavera,SHAC_221,5426008,FUNDO SAN ANTONIO,0.03750000147916668,0.041963934898376465,1,30,41,0.7317073170731707,-71.2286139,-32.797507
1982-2022,Verano,SHAC_221,5426009,ASENTAMIENTO EL CAJON,-0.010694437486111097,0.6925758123397827,0,28,41,0.6829268292682927,-71.2684009,-32.938198
1982-2022,Otoño,SHAC_221,5426009,ASENTAMIENTO EL CAJON,0.01399999860000003,0.5293762683868408,0,31,41,0.7560975609756098,-71.2684009,-32.938198
1982-2022,Invierno,SHAC_221,5426009,ASENTAMIENTO EL CAJON,-0.011818184136363636,0.3951059579849243,0,31,41,0.7560975609756098,-71.2684009,-32.938198
1982-2022,Primavera,SHAC_221,5426009,ASENTAMIENTO EL CAJON,-0.024843750515625,0.029510002583265305,1,30,41,0.7317073170731707,-71.2684009,-32.938198
1982-2022,Verano,SHAC_221,5426011,FUNDO ESMERALDA (3),0.048500000925,2.467632293701172e-5,1,24,41,0.5853658536585366,-71.3104978,-32.9071727
1982-2022,Otoño,SHAC_221,5426011,FUNDO ESMERALDA (3),0.05098333208,6.508827209472656e-5,1,25,41,0.6097560975609756,-71.3104978,-32.9071727
1982-2022,Invierno,SHAC_221,5426011,FUNDO ESMERALDA (3),0.031547618809523816,0.0013660192489624023,1,24,41,0.5853658536585366,-71.3104978,-32.9071727
1982-2022,Primavera,SHAC_221,5426011,FUNDO ESMERALDA (3),0.039285713035714286,4.76837158203125e-7,1,26,41,0.6341463414634146,-71.3104978,-32.9071727
1982-2022,Verano,SHAC_221,5426014,ASENTAMIENTO LAS PATAGUAS,0.05000001183333332,1.79290771484375e-4,1,30,41,0.7317073170731707,-71.2039102,-32.8741271
1982-2022,Otoño,SHAC_221,5426014,ASENTAMIENTO LAS PATAGUAS,0.046874999968750025,7.510185241699219e-6,1,30,41,0.7317073170731707,-71.2039102,-32.8741271
1982-2022,Invierno,SHAC_221,5426014,ASENTAMIENTO LAS PATAGUAS,0.04599999495,8.463859558105469e-6,1,36,41,0.8780487804878049,-71.2039102,-32.8741271
1982-2022,Primavera,SHAC_221,5426014,ASENTAMIENTO LAS PATAGUAS,0.015925928425925925,0.0027773380279541016,1,31,41,0.7560975609756098,-71.2039102,-32.8741271
1982-2022,Verano,SHAC_221,5426015,PARCELA 12 LA CRUZ,0.03147875483986928,4.0531158447265625e-6,1,32,41,0.7804878048780488,-71.2046332,-32.8463486
1982-2022,Otoño,SHAC_221,5426015,PARCELA 12 LA CRUZ,0.021361110611111112,1.3113021850585938e-06,1,36,41,0.8780487804878049,-71.2046332,-32.8463486
1982-2022,Invierno,SHAC_221,5426015,PARCELA 12 LA CRUZ,0.016846592806818193,0.005682587623596191,1,36,41,0.8780487804878049,-71.2046332,-32.8463486
1982-2022,Primavera,SHAC_221,5426015,PARCELA 12 LA CRUZ,0.019062503281250004,8.050203323364258e-4,1,34,41,0.8292682926829268,-71.2046332,-32.8463486
1982-2022,Verano,SHAC_221,5426016,SAN ISIDRO PUENTE,0.03929824578947367,2.2649765014648438e-06,1,31,41,0.7560975609756098,-71.2469277,-32.9018393
1982-2022,Otoño,SHAC_221,5426016,SAN ISIDRO PUENTE,0.04708333812500002,5.364418029785156e-6,1,34,41,0.8292682926829268,-71.2469277,-32.9018393
1982-2022,Invierno,SHAC_221,5426016,SAN ISIDRO PUENTE,0.020769233884615386,1.0561943054199219e-4,1,35,41,0.8536585365853658,-71.2469277,-32.9018393
1982-2022,Primavera,SHAC_221,5426016,SAN ISIDRO PUENTE,0.024444448451388896,7.152557373046875e-7,1,36,41,0.8780487804878049,-71.2469277,-32.9018393
1982-2022,Verano,SHAC_221,5426020,LAS CRUZADAS,0.13255262434605264,2.384185791015625e-7,1,32,41,0.7804878048780488,-71.2950699,-32.9364844
1982-2022,Otoño,SHAC_221,5426020,LAS CRUZADAS,0.25750001771,0,1,33,41,0.8048780487804879,-71.2950699,-32.9364844
1982-2022,Invierno,SHAC_221,5426020,LAS CRUZADAS,0.07759616135576922,1.1920928955078125e-7,1,33,41,0.8048780487804879,-71.2950699,-32.9364844
1982-2022,Primavera,SHAC_221,5426020,LAS CRUZADAS,0.0907954410568182,0,1,33,41,0.8048780487804879,-71.2950699,-32.9364844
1982-2022,Verano,SHAC_221,5426022,ASENTAMIENTO LAS PATAGUAS,0.01840909229545454,0.0028477907180786133,1,35,41,0.8536585365853658,-71.2209505,-32.906064
1982-2022,Otoño,SHAC_221,5426022,ASENTAMIENTO LAS PATAGUAS,0.010590278434027777,0.11400079727172852,0,36,41,0.8780487804878049,-71.2209505,-32.906064
1982-2022,Invierno,SHAC_221,5426022,ASENTAMIENTO LAS PATAGUAS,7.142850714285665e-4,0.7900781631469727,0,39,41,0.9512195121951219,-71.2209505,-32.906064
1982-2022,Primavera,SHAC_221,5426022,ASENTAMIENTO LAS PATAGUAS,0.003972527126923076,0.47998905181884766,0,37,41,0.9024390243902439,-71.2209505,-32.906064
1982-2022,Verano,SHAC_222,5427011,FUNDO EL ROCIO,0.047171060682894755,0.13734710216522217,0,16,41,0.3902439024390244,-71.241915,-33.0267508
1982-2022,Otoño,SHAC_222,5427011,FUNDO EL ROCIO,0.016500008099999984,0.2778254747390747,0,19,41,0.4634146341463415,-71.241915,-33.0267508
1982-2022,Invierno,SHAC_222,5427011,FUNDO EL ROCIO,0.08250004049999993,0.011231780052185059,1,23,41,0.5609756097560976,-71.241915,-33.0267508
1982-2022,Primavera,SHAC_222,5427011,FUNDO EL ROCIO,0.06617647061764706,0.03033733367919922,1,23,41,0.5609756097560976,-71.241915,-33.0267508
1982-2022,Verano,SHAC_222,5427012,SAN CARLOS PELUMPEN,-0.09533333783333336,0.04296014830470085,1,11,41,0.2682926829268293,-71.190709,-33.0144318
1982-2022,Otoño,SHAC_222,5427012,SAN CARLOS PELUMPEN,-0.059200000759999975,0.3633158802986145,0,18,41,0.43902439024390244,-71.190709,-33.0144318
1982-2022,Invierno,SHAC_222,5427012,SAN CARLOS PELUMPEN,-0.06200001239999997,0.007533175405114889,1,15,41,0.36585365853658536,-71.190709,-33.0144318
1982-2022,Primavera,SHAC_222,5427012,SAN CARLOS PELUMPEN,-0.059398403136363645,0.10816133767366409,0,17,41,0.4146341463414634,-71.190709,-33.0144318
1982-2022,Verano,SHAC_223,5422003,A.P. LLAY LLAY (1),0.02999997150000011,0.02303779125213623,1,27,41,0.6585365853658537,-70.9601793,-32.8436094
1982-2022,Otoño,SHAC_223,5422003,A.P. LLAY LLAY (1),0.024999998499999995,0.035016775131225586,1,31,41,0.7560975609756098,-70.9601793,-32.8436094
1982-2022,Invierno,SHAC_223,5422003,A.P. LLAY LLAY (1),0.00983332571666659,0.625694751739502,0,29,41,0.7073170731707317,-70.9601793,-32.8436094
1982-2022,Primavera,SHAC_223,5422003,A.P. LLAY LLAY (1),0.005599999439999994,0.6815059185028076,0,30,41,0.7317073170731707,-70.9601793,-32.8436094
1982-2022,Verano,SHAC_223,5422005,A.P. LLAY LLAY (2),-0.00249999975,0.8430852293968201,0,15,41,0.36585365853658536,-70.9580564,-32.8447248
1982-2022,Otoño,SHAC_223,5422005,A.P. LLAY LLAY (2),0.035499999049999995,0.05789780616760254,0,17,41,0.4146341463414634,-70.9580564,-32.8447248
1982-2022,Invierno,SHAC_223,5422005,A.P. LLAY LLAY (2),0.022816741375565608,0.06441104412078857,0,20,41,0.4878048780487805,-70.9580564,-32.8447248
1982-2022,Primavera,SHAC_223,5422005,A.P. LLAY LLAY (2),0.02145833297916666,0.09912610054016113,0,17,41,0.4146341463414634,-70.9580564,-32.8447248
1982-2022,Verano,SHAC_224,5414008,PERFIL PUTAENDO (1),1.0098484354924244,2.7060508728027344e-5,1,21,41,0.5121951219512195,-70.7507077,-32.6911302
1982-2022,Otoño,SHAC_224,5414008,PERFIL PUTAENDO (1),1.058846106923077,0,1,27,41,0.6585365853658537,-70.7507077,-32.6911302
1982-2022,Invierno,SHAC_224,5414008,PERFIL PUTAENDO (1),1.0015210541810344,1.6689300537109375e-6,1,24,41,0.5853658536585366,-70.7507077,-32.6911302
1982-2022,Primavera,SHAC_224,5414008,PERFIL PUTAENDO (1),1.057730352076923,2.384185791015625e-7,1,25,41,0.6097560975609756,-70.7507077,-32.6911302
1982-2022,Verano,SHAC_224,5414009,PERFIL PUTAENDO (2),0.5867981157894737,0.04095458984375,1,20,41,0.4878048780487805,-70.7493271,-32.6969036
1982-2022,Otoño,SHAC_224,5414009,PERFIL PUTAENDO (2),0.6878572192857142,0.042441725730895996,1,19,41,0.4634146341463415,-70.7493271,-32.6969036
1982-2022,Invierno,SHAC_224,5414009,PERFIL PUTAENDO (2),0.6842853000000001,0.012421846389770508,1,18,41,0.43902439024390244,-70.7493271,-32.6969036
1982-2022,Primavera,SHAC_224,5414009,PERFIL PUTAENDO (2),0.6428574164285712,0.022878646850585938,1,19,41,0.4634146341463415,-70.7493271,-32.6969036
1982-2000,Verano,SHAC_216,5426012,ASENTAMIENTO LA VICTORIA (1),0.020999999849999985,0.048744916915893555,1,14,19,0.7368421052631579,-71.4098042,-32.9228445
1982-2000,Otoño,SHAC_216,5426012,ASENTAMIENTO LA VICTORIA (1),0.004545455590909081,0.8266658782958984,0,14,19,0.7368421052631579,-71.4098042,-32.9228445
1982-2000,Invierno,SHAC_216,5426012,ASENTAMIENTO LA VICTORIA (1),-0.0013888859583333388,0.9342846870422363,0,17,19,0.8947368421052632,-71.4098042,-32.9228445
1982-2000,Primavera,SHAC_216,5426012,ASENTAMIENTO LA VICTORIA (1),0.028257592098484857,0.003428339958190918,1,16,19,0.8421052631578947,-71.4098042,-32.9228445
1982-2000,Verano,SHAC_216,5426017,ASENTAMIENTO LA VICTORIA (2),0.01361110872916668,0.4440436363220215,0,16,19,0.8421052631578947,-71.4244657,-32.9257078
1982-2000,Otoño,SHAC_216,5426017,ASENTAMIENTO LA VICTORIA (2),-4.576923062771243e-9,1,0,16,19,0.8421052631578947,-71.4244657,-32.9257078
1982-2000,Invierno,SHAC_216,5426017,ASENTAMIENTO LA VICTORIA (2),-0.018541653958333293,0.2881900668144226,0,18,19,0.9473684210526315,-71.4244657,-32.9257078
1982-2000,Primavera,SHAC_216,5426017,ASENTAMIENTO LA VICTORIA (2),0.03555555475000002,0.001896500587463379,1,18,19,0.9473684210526315,-71.4244657,-32.9257078
1982-2000,Verano,SHAC_216,5426018,ASENTAMIENTO LA VICTORIA (3),0.039090911507575724,0.07850146293640137,0,16,19,0.8421052631578947,-71.4389072,-32.931432
1982-2000,Otoño,SHAC_216,5426018,ASENTAMIENTO LA VICTORIA (3),-0.0030519536168831115,0.7526419758796692,0,16,19,0.8421052631578947,-71.4389072,-32.931432
1982-2000,Invierno,SHAC_216,5426018,ASENTAMIENTO LA VICTORIA (3),0.03666667133333338,0.1116403341293335,0,18,19,0.9473684210526315,-71.4389072,-32.931432
1982-2000,Primavera,SHAC_216,5426018,ASENTAMIENTO LA VICTORIA (3),0.035294122529411755,0.0035152435302734375,1,18,19,0.9473684210526315,-71.4389072,-32.931432
1982-2000,Verano,SHAC_216,5426019,LAJARILLAS,0.08906250075,1,0,3,19,0.15789473684210525,-71.4663006,-32.9236985
1982-2000,Otoño,SHAC_216,5426019,LAJARILLAS,0.0021875016562499933,1,0,2,19,0.10526315789473684,-71.4663006,-32.9236985
1982-2000,Invierno,SHAC_216,5426019,LAJARILLAS,NA,1,0,1,19,0.05263157894736842,-71.4663006,-32.9236985
1982-2000,Primavera,SHAC_216,5426019,LAJARILLAS,2.450000048,1,0,2,19,0.10526315789473684,-71.4663006,-32.9236985
1982-2000,Verano,SHAC_216,5426021,TABOLANGO (1),0.07233333154999999,3.7539005279541016e-4,1,16,19,0.8421052631578947,-71.3617647,-32.9272066
1982-2000,Otoño,SHAC_216,5426021,TABOLANGO (1),0.032916666736111114,0.0052024126052856445,1,16,19,0.8421052631578947,-71.3617647,-32.9272066
1982-2000,Invierno,SHAC_216,5426021,TABOLANGO (1),0.04909091109090908,0.008014917373657227,1,18,19,0.9473684210526315,-71.3617647,-32.9272066
1982-2000,Primavera,SHAC_216,5426021,TABOLANGO (1),0.059999997769230776,2.2172927856445313e-05,1,18,19,0.9473684210526315,-71.3617647,-32.9272066
1982-2000,Verano,SHAC_216,5426023,TABOLANGO (2),-0.4974999725,1,0,3,19,0.15789473684210525,-71.3660587,-32.9310569
1982-2000,Otoño,SHAC_216,5426023,TABOLANGO (2),-0.38999998599999997,1,0,3,19,0.15789473684210525,-71.3660587,-32.9310569
1982-2000,Invierno,SHAC_216,5426023,TABOLANGO (2),0.09000003337500001,1,0,4,19,0.21052631578947367,-71.3660587,-32.9310569
1982-2000,Primavera,SHAC_216,5426023,TABOLANGO (2),-0.07666669283333331,1,0,4,19,0.21052631578947367,-71.3660587,-32.9310569
1982-2000,Verano,SHAC_216,5428005,CON CON,0.2876983955734126,0.013277530670166016,1,16,19,0.8421052631578947,-71.473986,-32.9259361
1982-2000,Otoño,SHAC_216,5428005,CON CON,0.30594017127777784,0.0013905763626098633,1,16,19,0.8421052631578947,-71.473986,-32.9259361
1982-2000,Invierno,SHAC_216,5428005,CON CON,0.2509090864393939,0.010072469711303711,1,15,19,0.7894736842105263,-71.473986,-32.9259361
1982-2000,Primavera,SHAC_216,5428005,CON CON,0.19115384726923074,0.0814429521560669,0,18,19,0.9473684210526315,-71.473986,-32.9259361
1982-2000,Verano,SHAC_216,5428006,CON CON,0.080000008785714255,0.11328721046447754,0,15,19,0.7894736842105263,-71.472174,-32.9238349
1982-2000,Otoño,SHAC_216,5428006,CON CON,0.05728205685384616,0.027376770973205566,1,16,19,0.8421052631578947,-71.472174,-32.9238349
1982-2000,Invierno,SHAC_216,5428006,CON CON,0.07295454052272728,0.01494598388671875,1,16,19,0.8421052631578947,-71.472174,-32.9238349
1982-2000,Primavera,SHAC_216,5428006,CON CON,0.04500001674999998,0.03390908241271973,1,18,19,0.9473684210526315,-71.472174,-32.9238349
1982-2000,Verano,SHAC_216,5428008,CON CON,0.3072222290694444,0.07910919189453125,0,16,19,0.8421052631578947,-71.4908635,-32.9238604
1982-2000,Otoño,SHAC_216,5428008,CON CON,0.35954545067171717,0.023987531661987305,1,13,19,0.6842105263157895,-71.4908635,-32.9238604
1982-2000,Invierno,SHAC_216,5428008,CON CON,0.234545453,0.0626981258392334,0,14,19,0.7368421052631579,-71.4908635,-32.9238604
1982-2000,Primavera,SHAC_216,5428008,CON CON,0.19542613677178028,0.174033522605896,0,17,19,0.8947368421052632,-71.4908635,-32.9238604
1982-2000,Verano,SHAC_216,5428010,LAJARILLAS,-0.020000040749999948,0.5480055809020996,0,7,19,0.3684210526315789,-71.4655059,-32.9254996
1982-2000,Otoño,SHAC_216,5428010,LAJARILLAS,-0.009411782696078466,0.9169652462005615,0,9,19,0.47368421052631576,-71.4655059,-32.9254996
1982-2000,Invierno,SHAC_216,5428010,LAJARILLAS,0.07111112288888884,0.5480055809020996,0,7,19,0.3684210526315789,-71.4655059,-32.9254996
1982-2000,Primavera,SHAC_216,5428010,LAJARILLAS,0.021500016774999974,0.8339354991912842,0,9,19,0.47368421052631576,-71.4655059,-32.9254996
1982-2000,Verano,SHAC_217,5410010,FUNDO LA ESPERANZA,-0.07666699104166597,0.7071142196655273,0,6,19,0.3157894736842105,-70.6187779,-32.8224636
1982-2000,Otoño,SHAC_217,5410010,FUNDO LA ESPERANZA,0.186428614999999,1,0,10,19,0.5263157894736842,-70.6187779,-32.8224636
1982-2000,Invierno,SHAC_217,5410010,FUNDO LA ESPERANZA,0.09749984749999996,0.8762695789337158,0,11,19,0.5789473684210527,-70.6187779,-32.8224636
1982-2000,Primavera,SHAC_217,5410010,FUNDO LA ESPERANZA,0.7683334350000001,0.031823158264160156,1,10,19,0.5263157894736842,-70.6187779,-32.8224636
1982-2000,Verano,SHAC_217,5410011,FUNDO LAS PENAS,1.3521428785714298,0.04909801483154297,1,10,19,0.5263157894736842,-70.6532793,-32.7970658
1982-2000,Otoño,SHAC_217,5410011,FUNDO LAS PENAS,1.3239997860000003,0.10740470886230469,0,10,19,0.5263157894736842,-70.6532793,-32.7970658
1982-2000,Invierno,SHAC_217,5410011,FUNDO LAS PENAS,0.7486665090000002,0.07980191707611084,0,14,19,0.7368421052631579,-70.6532793,-32.7970658
1982-2000,Primavera,SHAC_217,5410011,FUNDO LAS PENAS,0.32232114241071436,0.29450738430023193,0,9,19,0.47368421052631576,-70.6532793,-32.7970658
1982-2000,Verano,SHAC_217,5410014,MISION DE MARIA,1.4830302618181816,0.0015392303466796875,1,15,19,0.7894736842105263,-70.6808656,-32.8040671
1982-2000,Otoño,SHAC_217,5410014,MISION DE MARIA,1.1629121066758241,0.0013905763626098633,1,16,19,0.8421052631578947,-70.6808656,-32.8040671
1982-2000,Invierno,SHAC_217,5410014,MISION DE MARIA,1.0708332058333336,0.0010901689529418945,1,15,19,0.7894736842105263,-70.6808656,-32.8040671
1982-2000,Primavera,SHAC_217,5410014,MISION DE MARIA,0.9708331433333329,7.336139678955078e-4,1,16,19,0.8421052631578947,-70.6808656,-32.8040671
1982-2000,Verano,SHAC_217,5410015,FUNDO LAS VIÑAS,1.086999957,0.001845717430114746,1,11,19,0.5789473684210527,-70.6726185,-32.7936613
1982-2000,Otoño,SHAC_217,5410015,FUNDO LAS VIÑAS,0.5476192299999997,0.048744916915893555,1,14,19,0.7368421052631579,-70.6726185,-32.7936613
1982-2000,Invierno,SHAC_217,5410015,FUNDO LAS VIÑAS,0.7006666183333337,0.010072469711303711,1,15,19,0.7894736842105263,-70.6726185,-32.7936613
1982-2000,Primavera,SHAC_217,5410015,FUNDO LAS VIÑAS,0.7164284839285712,0.042960166931152344,1,11,19,0.5789473684210527,-70.6726185,-32.7936613
1982-2000,Verano,SHAC_217,5410017,FUNDO LAS MERCEDES,1.4433747286875007,7.79271125793457e-4,1,12,19,0.631578947368421,-70.6429418,-32.846347
1982-2000,Otoño,SHAC_217,5410017,FUNDO LAS MERCEDES,0.9322724777272726,0.008594989776611328,1,14,19,0.7368421052631579,-70.6429418,-32.846347
1982-2000,Invierno,SHAC_217,5410017,FUNDO LAS MERCEDES,0.9070831937500005,7.650852203369141e-4,1,15,19,0.7894736842105263,-70.6429418,-32.846347
1982-2000,Primavera,SHAC_217,5410017,FUNDO LAS MERCEDES,1.2326562404687502,1.1336803436279297e-4,1,15,19,0.7894736842105263,-70.6429418,-32.846347
1982-2000,Verano,SHAC_217,5410018,FUNDO LA QUIMERA,1.143333435833333,2.5022029876708984e-4,1,15,19,0.7894736842105263,-70.6808776,-32.8041391
1982-2000,Otoño,SHAC_217,5410018,FUNDO LA QUIMERA,0.8999996199999991,0.008594989776611328,1,14,19,0.7368421052631579,-70.6808776,-32.8041391
1982-2000,Invierno,SHAC_217,5410018,FUNDO LA QUIMERA,0.7698077421153848,0.017023801803588867,1,16,19,0.8421052631578947,-70.6808776,-32.8041391
1982-2000,Primavera,SHAC_217,5410018,FUNDO LA QUIMERA,0.8069998420000004,0.0021535158157348633,1,15,19,0.7894736842105263,-70.6808776,-32.8041391
1982-2000,Verano,SHAC_217,5410019,FUNDO LOS PINOS,1.7984166304166664,0.08647119998931885,0,12,19,0.631578947368421,-70.6640909,-32.7807063
1982-2000,Otoño,SHAC_217,5410019,FUNDO LOS PINOS,0.8366667433333331,0.0075331926345825195,1,15,19,0.7894736842105263,-70.6640909,-32.7807063
1982-2000,Invierno,SHAC_217,5410019,FUNDO LOS PINOS,0.8839448810768397,0.005781769752502441,1,17,19,0.8947368421052632,-70.6640909,-32.7807063
1982-2000,Primavera,SHAC_217,5410019,FUNDO LOS PINOS,0.892999921642857,0.002557039260864258,1,16,19,0.8421052631578947,-70.6640909,-32.7807063
1982-2000,Verano,SHAC_217,5410020,FUNDO LOS CASTAÑOS,1.695833046666666,0.018741130828857422,1,8,19,0.42105263157894735,-70.6955378,-32.7623636
1982-2000,Otoño,SHAC_217,5410020,FUNDO LOS CASTAÑOS,1.679998395000002,0.024170517921447754,1,6,19,0.3157894736842105,-70.6955378,-32.7623636
1982-2000,Invierno,SHAC_217,5410020,FUNDO LOS CASTAÑOS,0.5777273172727271,0.10740470886230469,0,10,19,0.5263157894736842,-70.6955378,-32.7623636
1982-2000,Primavera,SHAC_217,5410020,FUNDO LOS CASTAÑOS,0.182000064,0.536186695098877,0,8,19,0.42105263157894735,-70.6955378,-32.7623636
1982-2000,Verano,SHAC_217,5410021,FUNDO LOS MAITENES,0.8794169915000006,0.011174798011779785,1,12,19,0.631578947368421,-70.6775462,-32.8399623
1982-2000,Otoño,SHAC_217,5410021,FUNDO LOS MAITENES,0.9197816320039682,0.0024989843368530273,1,9,19,0.47368421052631576,-70.6775462,-32.8399623
1982-2000,Invierno,SHAC_217,5410021,FUNDO LOS MAITENES,0.766923023846154,0.013347625732421875,1,15,19,0.7894736842105263,-70.6775462,-32.8399623
1982-2000,Primavera,SHAC_217,5410021,FUNDO LOS MAITENES,0.8299999249999992,5.320310592651367e-4,1,15,19,0.7894736842105263,-70.6775462,-32.8399623
1982-2000,Verano,SHAC_217,5414007,EL ASIENTO,1.5568332671666667,0.1524062156677246,0,10,19,0.5263157894736842,-70.7321111,-32.7355097
1982-2000,Otoño,SHAC_217,5414007,EL ASIENTO,1.5106060142424242,0.028539061546325684,1,14,19,0.7368421052631579,-70.7321111,-32.7355097
1982-2000,Invierno,SHAC_217,5414007,EL ASIENTO,1.0003888882777774,0.07910919189453125,0,16,19,0.8421052631578947,-70.7321111,-32.7355097
1982-2000,Primavera,SHAC_217,5414007,EL ASIENTO,1.60454542,0.00473940372467041,1,15,19,0.7894736842105263,-70.7321111,-32.7355097
1982-2000,Verano,SHAC_217,5415008,PERFIL SAN FELIPE,0.2035000086,0.008594989776611328,1,14,19,0.7368421052631579,-70.7339299,-32.7363052
1982-2000,Otoño,SHAC_217,5415008,PERFIL SAN FELIPE,0.18285710471428576,0.004101395606994629,1,15,19,0.7894736842105263,-70.7339299,-32.7363052
1982-2000,Invierno,SHAC_217,5415008,PERFIL SAN FELIPE,0.2459999801166671,2.6547908782958984e-4,1,16,19,0.8421052631578947,-70.7339299,-32.7363052
