periodo,estacion,shac,codigo,nombre,año_slope,sign,sign_2,n,años_totales,percent,lon,lat
2000-2022,Otoño,SHAC_216,5426017,ASENTAMIENTO LA VICTORIA (2),0.2200000284999999,6.767511367797852e-4,1,10,23,0.43478260869565216,-71.4244657,-32.9257078
2000-2022,Invierno,SHAC_216,5426017,ASENTAMIENTO LA VICTORIA (2),0.20670939917628206,0.004878520965576172,1,9,23,0.391304347826087,-71.4244657,-32.9257078
2000-2022,Primavera,SHAC_216,5426017,ASENTAMIENTO LA VICTORIA (2),0.17221428952738096,0.01648867130279541,1,9,23,0.391304347826087,-71.4244657,-32.9257078
2000-2022,Verano,SHAC_216,5426018,ASENTAMIENTO LA VICTORIA (3),0.27374997737500006,3.0040740966796875e-5,1,22,23,0.9565217391304348,-71.4389072,-32.931432
2000-2022,Otoño,SHAC_216,5426018,ASENTAMIENTO LA VICTORIA (3),0.30866667033333334,3.814697265625e-6,1,22,23,0.9565217391304348,-71.4389072,-32.931432
2000-2022,Invierno,SHAC_216,5426018,ASENTAMIENTO LA VICTORIA (3),0.24499997493750003,4.291534423828125e-6,1,22,23,0.9565217391304348,-71.4389072,-32.931432
2000-2022,Primavera,SHAC_216,5426018,ASENTAMIENTO LA VICTORIA (3),0.28749999905208334,5.9604644775390625e-07,1,21,23,0.9130434782608695,-71.4389072,-32.931432
2000-2022,Verano,SHAC_216,5426019,LAJARILLAS,0.16377840330397725,0.16099309921264648,0,17,23,0.7391304347826086,-71.4663006,-32.9236985
2000-2022,Otoño,SHAC_216,5426019,LAJARILLAS,0.19130950597023816,0.027376770973205566,1,16,23,0.6956521739130435,-71.4663006,-32.9236985
2000-2022,Invierno,SHAC_216,5426019,LAJARILLAS,0.14574174924175826,0.004479050636291504,1,17,23,0.7391304347826086,-71.4663006,-32.9236985
2000-2022,Primavera,SHAC_216,5426019,LAJARILLAS,0.2220454504526515,0.013277530670166016,1,16,23,0.6956521739130435,-71.4663006,-32.9236985
2000-2022,Verano,SHAC_216,5426021,TABOLANGO (1),0.22666667566666668,1.6689300537109375e-6,1,22,23,0.9565217391304348,-71.3617647,-32.9272066
2000-2022,Otoño,SHAC_216,5426021,TABOLANGO (1),0.24666665995833337,2.384185791015625e-7,1,22,23,0.9565217391304348,-71.3617647,-32.9272066
2000-2022,Invierno,SHAC_216,5426021,TABOLANGO (1),0.2511111299166667,5.125999450683594e-6,1,21,23,0.9130434782608695,-71.3617647,-32.9272066
2000-2022,Primavera,SHAC_216,5426021,TABOLANGO (1),0.2546354141994047,3.5762786865234375e-7,1,21,23,0.9130434782608695,-71.3617647,-32.9272066
2000-2022,Verano,SHAC_216,5426023,TABOLANGO (2),NA,1,0,1,23,0.043478260869565216,-71.3660587,-32.9310569
2000-2022,Invierno,SHAC_216,5426023,TABOLANGO (2),NA,1,0,1,23,0.043478260869565216,-71.3660587,-32.9310569
2000-2022,Verano,SHAC_216,5428005,CON CON,-0.08999967600000058,0.16168621182441711,0,19,23,0.8260869565217391,-71.473986,-32.9259361
2000-2022,Otoño,SHAC_216,5428005,CON CON,-0.011394225639423109,0.721176266670227,0,20,23,0.8695652173913043,-71.473986,-32.9259361
2000-2022,Invierno,SHAC_216,5428005,CON CON,-0.021999979000000013,0.59467613697052,0,18,23,0.782608695652174,-71.473986,-32.9259361
2000-2022,Primavera,SHAC_216,5428005,CON CON,-0.043308081070707105,0.09141284972429276,0,20,23,0.8695652173913043,-71.473986,-32.9259361
2000-2022,Verano,SHAC_216,5428006,CON CON,-0.0012499988749999913,0.9284440279006958,0,10,23,0.43478260869565216,-71.472174,-32.9238349
2000-2022,Otoño,SHAC_216,5428006,CON CON,0.11142856728571429,0.1524062156677246,0,10,23,0.43478260869565216,-71.472174,-32.9238349
2000-2022,Invierno,SHAC_216,5428006,CON CON,0.02100000390000001,0.7876157760620117,0,10,23,0.43478260869565216,-71.472174,-32.9238349
2000-2022,Primavera,SHAC_216,5428006,CON CON,0.046249985749999944,0.2757577896118164,0,11,23,0.4782608695652174,-71.472174,-32.9238349
2000-2022,Verano,SHAC_216,5428008,CON CON,0.5137019159230769,0.007198333740234375,1,21,23,0.9130434782608695,-71.4908635,-32.9238604
2000-2022,Otoño,SHAC_216,5428008,CON CON,0.5842307624615385,0.001923680305480957,1,22,23,0.9565217391304348,-71.4908635,-32.9238604
2000-2022,Invierno,SHAC_216,5428008,CON CON,0.3559721973055555,0.008610844612121582,1,21,23,0.9130434782608695,-71.4908635,-32.9238604
2000-2022,Primavera,SHAC_216,5428008,CON CON,0.37999999512500005,0.0033615827560424805,1,22,23,0.9565217391304348,-71.4908635,-32.9238604
2000-2022,Verano,SHAC_216,5428010,LAJARILLAS,0.3790909160909091,1.33514404296875e-5,1,15,23,0.6521739130434783,-71.4655059,-32.9254996
2000-2022,Otoño,SHAC_216,5428010,LAJARILLAS,0.48399997939999995,1.430511474609375e-6,1,19,23,0.8260869565217391,-71.4655059,-32.9254996
2000-2022,Invierno,SHAC_216,5428010,LAJARILLAS,0.46222220533333336,6.890296936035156e-5,1,18,23,0.782608695652174,-71.4655059,-32.9254996
2000-2022,Primavera,SHAC_216,5428010,LAJARILLAS,0.41857142107142853,5.4836273193359375e-6,1,18,23,0.782608695652174,-71.4655059,-32.9254996
2000-2022,Verano,SHAC_217,5410011,FUNDO LAS PENAS,1.8665612915625014,0.0027695894241333008,1,8,23,0.34782608695652173,-70.6532793,-32.7970658
2000-2022,Otoño,SHAC_217,5410011,FUNDO LAS PENAS,2.677976709868421,0.018741130828857422,1,8,23,0.34782608695652173,-70.6532793,-32.7970658
2000-2022,Invierno,SHAC_217,5410011,FUNDO LAS PENAS,2.249732017232143,7.922649383544922e-4,1,13,23,0.5652173913043478,-70.6532793,-32.7970658
2000-2022,Primavera,SHAC_217,5410011,FUNDO LAS PENAS,3.627500216666666,0.0012822151184082031,1,10,23,0.43478260869565216,-70.6532793,-32.7970658
2000-2022,Verano,SHAC_217,5410014,MISION DE MARIA,1.0575002025000004,0.04354560375213623,1,17,23,0.7391304347826086,-70.6808656,-32.8040671
2000-2022,Otoño,SHAC_217,5410014,MISION DE MARIA,1.2900002805555555,8.584260940551758e-4,1,18,23,0.782608695652174,-70.6808656,-32.8040671
2000-2022,Invierno,SHAC_217,5410014,MISION DE MARIA,1.2268095109047619,0.0026378631591796875,1,17,23,0.7391304347826086,-70.6808656,-32.8040671
2000-2022,Primavera,SHAC_217,5410014,MISION DE MARIA,1.1286666866666668,0.06003832817077637,0,15,23,0.6521739130434783,-70.6808656,-32.8040671
2000-2022,Verano,SHAC_217,5410015,FUNDO LAS VIÑAS,0.6471429550000002,0.19821059703826904,0,15,23,0.6521739130434783,-70.6726185,-32.7936613
2000-2022,Otoño,SHAC_217,5410015,FUNDO LAS VIÑAS,1.105096094217033,0.027376770973205566,1,16,23,0.6956521739130435,-70.6726185,-32.7936613
2000-2022,Invierno,SHAC_217,5410015,FUNDO LAS VIÑAS,0.925000187500002,0.010279536247253418,1,16,23,0.6956521739130435,-70.6726185,-32.7936613
2000-2022,Primavera,SHAC_217,5410015,FUNDO LAS VIÑAS,0.7350006100000002,0.06003832817077637,0,15,23,0.6521739130434783,-70.6726185,-32.7936613
2000-2022,Verano,SHAC_217,5410017,FUNDO LAS MERCEDES,-0.8974990849999998,0.7071142196655273,0,6,23,0.2608695652173913,-70.6429418,-32.846347
2000-2022,Otoño,SHAC_217,5410017,FUNDO LAS MERCEDES,-0.7059989934999997,0.10776229202747345,0,8,23,0.34782608695652173,-70.6429418,-32.846347
2000-2022,Invierno,SHAC_217,5410017,FUNDO LAS MERCEDES,0.035000801666666824,1,0,6,23,0.2608695652173913,-70.6429418,-32.846347
2000-2022,Primavera,SHAC_217,5410017,FUNDO LAS MERCEDES,-0.6599998450000015,1,0,7,23,0.30434782608695654,-70.6429418,-32.846347
2000-2022,Verano,SHAC_217,5410018,FUNDO LA QUIMERA,1.156842282105263,0.018853425979614258,1,18,23,0.782608695652174,-70.6808776,-32.8041391
2000-2022,Otoño,SHAC_217,5410018,FUNDO LA QUIMERA,1.5961113506944447,1.2767314910888672e-4,1,17,23,0.7391304347826086,-70.6808776,-32.8041391
2000-2022,Invierno,SHAC_217,5410018,FUNDO LA QUIMERA,1.483333588333333,5.288124084472656e-4,1,19,23,0.8260869565217391,-70.6808776,-32.8041391
2000-2022,Primavera,SHAC_217,5410018,FUNDO LA QUIMERA,1.4080682976785714,0.0025502443313598633,1,20,23,0.8695652173913043,-70.6808776,-32.8041391
2000-2022,Verano,SHAC_217,5410019,FUNDO LOS PINOS,0.7136365718181817,0.16112494468688965,0,11,23,0.4782608695652174,-70.6640909,-32.7807063
2000-2022,Otoño,SHAC_217,5410019,FUNDO LOS PINOS,0.5516667370833334,0.10051822662353516,0,14,23,0.6086956521739131,-70.6640909,-32.7807063
2000-2022,Invierno,SHAC_217,5410019,FUNDO LOS PINOS,0.26979160250000034,0.42771053314208984,0,13,23,0.5652173913043478,-70.6640909,-32.7807063
2000-2022,Primavera,SHAC_217,5410019,FUNDO LOS PINOS,0.5085713521428578,0.10051822662353516,0,14,23,0.6086956521739131,-70.6640909,-32.7807063
2000-2022,Verano,SHAC_217,5410020,FUNDO LOS CASTAÑOS,1.225769141153846,1.863241195678711e-4,1,16,23,0.6956521739130435,-70.6955378,-32.7623636
2000-2022,Otoño,SHAC_217,5410020,FUNDO LOS CASTAÑOS,0.5787496574999995,0.02944815158843994,1,15,23,0.6521739130434783,-70.6955378,-32.7623636
2000-2022,Invierno,SHAC_217,5410020,FUNDO LOS CASTAÑOS,1.0533336000000002,0.0024437904357910156,1,18,23,0.782608695652174,-70.6955378,-32.7623636
2000-2022,Primavera,SHAC_217,5410020,FUNDO LOS CASTAÑOS,1.1093751193749999,4.677772521972656e-4,1,19,23,0.8260869565217391,-70.6955378,-32.7623636
2000-2022,Verano,SHAC_217,5410021,FUNDO LOS MAITENES,0.8600006100000002,0.04776120185852051,1,15,23,0.6521739130434783,-70.6775462,-32.8399623
2000-2022,Otoño,SHAC_217,5410021,FUNDO LOS MAITENES,0.17475051800000047,0.49946117401123047,0,16,23,0.6956521739130435,-70.6775462,-32.8399623
2000-2022,Invierno,SHAC_217,5410021,FUNDO LOS MAITENES,0.4800000885714277,0.32442355155944824,0,14,23,0.6086956521739131,-70.6775462,-32.8399623
2000-2022,Primavera,SHAC_217,5410021,FUNDO LOS MAITENES,0.895000185714286,0.01179349422454834,1,14,23,0.6086956521739131,-70.6775462,-32.8399623
2000-2022,Verano,SHAC_217,5410023,POZO MARTINEZ,2.5433336900000008,0.13312852382659912,0,7,23,0.30434782608695654,-70.7146141,-32.7769042
2000-2022,Otoño,SHAC_217,5410023,POZO MARTINEZ,2.742500145000001,0.13312852382659912,0,7,23,0.30434782608695654,-70.7146141,-32.7769042
2000-2022,Invierno,SHAC_217,5410023,POZO MARTINEZ,2.9933331800000005,0.13312852382659912,0,7,23,0.30434782608695654,-70.7146141,-32.7769042
2000-2022,Primavera,SHAC_217,5410023,POZO MARTINEZ,2.4311906949999997,0.06348657608032227,0,8,23,0.34782608695652173,-70.7146141,-32.7769042
2000-2022,Verano,SHAC_217,5414007,EL ASIENTO,2.6671428671428576,0.07363831996917725,0,10,23,0.43478260869565216,-70.7321111,-32.7355097
2000-2022,Otoño,SHAC_217,5414007,EL ASIENTO,1.0722723877272722,0.2284398078918457,0,14,23,0.6086956521739131,-70.7321111,-32.7355097
2000-2022,Invierno,SHAC_217,5414007,EL ASIENTO,0.6100006100000002,0.16112494468688965,0,11,23,0.4782608695652174,-70.7321111,-32.7355097
2000-2022,Primavera,SHAC_217,5414007,EL ASIENTO,0.27333323000000104,0.3810744285583496,0,14,23,0.6086956521739131,-70.7321111,-32.7355097
2000-2022,Verano,SHAC_217,5415008,PERFIL SAN FELIPE,0.6686111291111111,1.4066696166992188e-05,1,22,23,0.9565217391304348,-70.7339299,-32.7363052
2000-2022,Otoño,SHAC_217,5415008,PERFIL SAN FELIPE,0.5358332794166669,2.3365020751953125e-5,1,22,23,0.9565217391304348,-70.7339299,-32.7363052
2000-2022,Invierno,SHAC_217,5415008,PERFIL SAN FELIPE,0.5319047768809523,4.887580871582031e-6,1,22,23,0.9565217391304348,-70.7339299,-32.7363052
2000-2022,Primavera,SHAC_217,5415008,PERFIL SAN FELIPE,0.6467129566851851,2.86102294921875e-6,1,21,23,0.9130434782608695,-70.7339299,-32.7363052
2000-2022,Verano,SHAC_218,5420009,FUNDO SAN ROQUE,0.013636372272727253,0.5193268060684204,0,18,23,0.782608695652174,-70.8621518,-32.7926544
2000-2022,Otoño,SHAC_218,5420009,FUNDO SAN ROQUE,0.0029285726047619206,0.9278178215026855,0,21,23,0.9130434782608695,-70.8621518,-32.7926544
2000-2022,Invierno,SHAC_218,5420009,FUNDO SAN ROQUE,0.034999966500000035,0.003336310386657715,1,22,23,0.9565217391304348,-70.8621518,-32.7926544
2000-2022,Primavera,SHAC_218,5420009,FUNDO SAN ROQUE,0.013129362699300682,0.36476588249206543,0,21,23,0.9130434782608695,-70.8621518,-32.7926544
2000-2022,Verano,SHAC_218,5423024,ASENTAMIENTO ROMERAL,0.0025000125000000095,1,0,2,23,0.08695652173913043,-71.0254715,-32.8288434
2000-2022,Invierno,SHAC_218,5423024,ASENTAMIENTO ROMERAL,NA,1,0,1,23,0.043478260869565216,-71.0254715,-32.8288434
2000-2022,Verano,SHAC_219,5420006,FUNDO SANTA ADRIANA,0.008452372964285693,0.6197147369384766,0,16,23,0.6956521739130435,-70.8291347,-32.7722176
2000-2022,Otoño,SHAC_219,5420006,FUNDO SANTA ADRIANA,0.019374996437499986,0.14172601699829102,0,19,23,0.8260869565217391,-70.8291347,-32.7722176
2000-2022,Invierno,SHAC_219,5420006,FUNDO SANTA ADRIANA,0.023333346833333303,0.03815948963165283,1,16,23,0.6956521739130435,-70.8291347,-32.7722176
2000-2022,Primavera,SHAC_219,5420006,FUNDO SANTA ADRIANA,0.01112499541250006,0.4580284357070923,0,17,23,0.7391304347826086,-70.8291347,-32.7722176
2000-2022,Verano,SHAC_219,5420007,HIJUELA PRINCIPAL,-0.0019999980000000583,1,0,10,23,0.43478260869565216,-70.8089525,-32.7566195
2000-2022,Otoño,SHAC_219,5420007,HIJUELA PRINCIPAL,0.007562488362500041,1,0,13,23,0.5652173913043478,-70.8089525,-32.7566195
2000-2022,Invierno,SHAC_219,5420007,HIJUELA PRINCIPAL,0.08899998670000002,0.2996654510498047,0,13,23,0.5652173913043478,-70.8089525,-32.7566195
2000-2022,Primavera,SHAC_219,5420007,HIJUELA PRINCIPAL,0.01879467927232141,0.9453299045562744,0,12,23,0.5217391304347826,-70.8089525,-32.7566195
2000-2022,Verano,SHAC_220,5423014,FUNDO FLORENCE,-0.25083333262499996,1,0,5,23,0.21739130434782608,-71.1212261,-32.8394672
2000-2022,Otoño,SHAC_220,5423014,FUNDO FLORENCE,0.08866664571666669,0.5021581649780273,0,13,23,0.5652173913043478,-71.1212261,-32.8394672
2000-2022,Invierno,SHAC_220,5423014,FUNDO FLORENCE,0.05933333243333328,0.6021676063537598,0,9,23,0.391304347826087,-71.1212261,-32.8394672
2000-2022,Primavera,SHAC_220,5423014,FUNDO FLORENCE,0.14881246088750005,0.536186695098877,0,8,23,0.34782608695652173,-71.1212261,-32.8394672
2000-2022,Verano,SHAC_220,5423015,RABUCO (1),0.0699996950000008,0.4297952651977539,0,22,23,0.9565217391304348,-71.1074083,-32.8731216
2000-2022,Otoño,SHAC_220,5423015,RABUCO (1),0.13799998760000004,0.20429420471191406,0,22,23,0.9565217391304348,-71.1074083,-32.8731216
2000-2022,Invierno,SHAC_220,5423015,RABUCO (1),0.07116012401470588,0.19412660598754883,0,21,23,0.9130434782608695,-71.1074083,-32.8731216
2000-2022,Primavera,SHAC_220,5423015,RABUCO (1),0.14833331105555558,0.09604454040527344,0,22,23,0.9565217391304348,-71.1074083,-32.8731216
2000-2022,Verano,SHAC_220,5423016,PARCELA 5,0.06615384723076922,0.7425568103790283,0,14,23,0.6086956521739131,-71.2054788,-32.7971683
2000-2022,Otoño,SHAC_220,5423016,PARCELA 5,0.061428572428571415,0.37305307388305664,0,15,23,0.6521739130434783,-71.2054788,-32.7971683
2000-2022,Invierno,SHAC_220,5423016,PARCELA 5,0.01999999849999999,0.8430852890014648,0,15,23,0.6521739130434783,-71.2054788,-32.7971683
2000-2022,Primavera,SHAC_220,5423016,PARCELA 5,-0.0012499997500000012,0.9562761783599854,0,14,23,0.6086956521739131,-71.2054788,-32.7971683
2000-2022,Verano,SHAC_220,5423017,ASENTAMIENTO MANUEL RODRIGUEZ (1),0.023333332966666676,0.21568870544433594,0,21,23,0.9130434782608695,-71.145489,-32.8240565
2000-2022,Otoño,SHAC_220,5423017,ASENTAMIENTO MANUEL RODRIGUEZ (1),0.038928568357142854,0.005720257759094238,1,22,23,0.9565217391304348,-71.145489,-32.8240565
2000-2022,Invierno,SHAC_220,5423017,ASENTAMIENTO MANUEL RODRIGUEZ (1),-0.002499997750000038,0.6927799582481384,0,22,23,0.9565217391304348,-71.145489,-32.8240565
2000-2022,Primavera,SHAC_220,5423017,ASENTAMIENTO MANUEL RODRIGUEZ (1),0.012053567348214285,0.34921932220458984,0,21,23,0.9130434782608695,-71.145489,-32.8240565
2000-2022,Verano,SHAC_220,5423018,ASENTAMIENTO LA SOMBRA,0.02999999867973856,2.5033950805664063e-06,1,20,23,0.8695652173913043,-71.0555252,-32.8152318
2000-2022,Otoño,SHAC_220,5423018,ASENTAMIENTO LA SOMBRA,0.057727277272727265,5.209445953369141e-4,1,22,23,0.9565217391304348,-71.0555252,-32.8152318
2000-2022,Invierno,SHAC_220,5423018,ASENTAMIENTO LA SOMBRA,0.04831349718452381,9.860992431640625e-4,1,21,23,0.9130434782608695,-71.0555252,-32.8152318
2000-2022,Primavera,SHAC_220,5423018,ASENTAMIENTO LA SOMBRA,0.040555563250000023,0.013127326965332031,1,21,23,0.9130434782608695,-71.0555252,-32.8152318
2000-2022,Verano,SHAC_220,5423019,POZO RABUCO (2),0.05583333983333327,8.755922317504883e-4,1,23,23,1,-71.1156962,-32.8607713
2000-2022,Otoño,SHAC_220,5423019,POZO RABUCO (2),0.09333329755555564,1.9073486328125e-6,1,22,23,0.9565217391304348,-71.1156962,-32.8607713
2000-2022,Invierno,SHAC_220,5423019,POZO RABUCO (2),0.03166667608333351,0.005720257759094238,1,22,23,0.9565217391304348,-71.1156962,-32.8607713
2000-2022,Primavera,SHAC_220,5423019,POZO RABUCO (2),0.026190439809523878,0.0015876293182373047,1,22,23,0.9565217391304348,-71.1156962,-32.8607713
2000-2022,Verano,SHAC_220,5423020,FUNDO ESPERANZA,NA,1,0,1,23,0.043478260869565216,-71.1021442,-32.8538395
2000-2022,Verano,SHAC_220,5423021,ASENTAMIENTO MANUEL RODRIGUEZ (2),0.07400000099999997,0.00311434268951416,1,14,23,0.6086956521739131,-71.1549188,-32.8138394
2000-2022,Otoño,SHAC_220,5423021,ASENTAMIENTO MANUEL RODRIGUEZ (2),0.06875000149999999,4.5883655548095703e-4,1,14,23,0.6086956521739131,-71.1549188,-32.8138394
2000-2022,Invierno,SHAC_220,5423021,ASENTAMIENTO MANUEL RODRIGUEZ (2),0.030439560571428582,0.2514522075653076,0,9,23,0.391304347826087,-71.1549188,-32.8138394
2000-2022,Primavera,SHAC_220,5423021,ASENTAMIENTO MANUEL RODRIGUEZ (2),0.029722230249999995,0.5371338129043579,0,12,23,0.5217391304347826,-71.1549188,-32.8138394
2000-2022,Verano,SHAC_220,5423022,ASENTAMIENTO LOS AROMOS,0.031111107888888885,0.027802228927612305,1,18,23,0.782608695652174,-71.0820648,-32.8280678
2000-2022,Otoño,SHAC_220,5423022,ASENTAMIENTO LOS AROMOS,0.04899999903333333,0.0014410018920898438,1,18,23,0.782608695652174,-71.0820648,-32.8280678
2000-2022,Invierno,SHAC_220,5423022,ASENTAMIENTO LOS AROMOS,0.0099999905,0.5959124565124512,0,18,23,0.782608695652174,-71.0820648,-32.8280678
2000-2022,Primavera,SHAC_220,5423022,ASENTAMIENTO LOS AROMOS,0.022083329569444428,0.010584831237792969,1,17,23,0.7391304347826086,-71.0820648,-32.8280678
2000-2022,Verano,SHAC_220,5423023,ASENTAMIENTO MANUEL RODRIGUEZ (3),0.00999999060000003,0.46151697635650635,0,19,23,0.8260869565217391,-71.146715,-32.8066487
2000-2022,Otoño,SHAC_220,5423023,ASENTAMIENTO MANUEL RODRIGUEZ (3),0.07358289199598927,6.443262100219727e-4,1,21,23,0.9130434782608695,-71.146715,-32.8066487
2000-2022,Invierno,SHAC_220,5423023,ASENTAMIENTO MANUEL RODRIGUEZ (3),0.008285720814285703,0.5062837600708008,0,21,23,0.9130434782608695,-71.146715,-32.8066487
2000-2022,Primavera,SHAC_220,5423023,ASENTAMIENTO MANUEL RODRIGUEZ (3),0.01777778727777779,0.1585702896118164,0,22,23,0.9565217391304348,-71.146715,-32.8066487
2000-2022,Verano,SHAC_220,5424006,PUCALAN DE NOGALES,0.2694117707058824,0.02944815158843994,1,15,23,0.6521739130434783,-71.199139,-32.7165421
2000-2022,Otoño,SHAC_220,5424006,PUCALAN DE NOGALES,0.3644444412777778,0.0024437904357910156,1,18,23,0.782608695652174,-71.199139,-32.7165421
2000-2022,Invierno,SHAC_220,5424006,PUCALAN DE NOGALES,0.1706250049375,0.10051822662353516,0,14,23,0.6086956521739131,-71.199139,-32.7165421
2000-2022,Primavera,SHAC_220,5424006,PUCALAN DE NOGALES,0.09749998900000001,0.2762784957885742,0,15,23,0.6521739130434783,-71.199139,-32.7165421
2000-2022,Verano,SHAC_220,5424007,ASENTAMIENTO NOGALES,0.10470589470588235,0.14256858825683594,0,22,23,0.9565217391304348,-71.1991017,-32.7167592
2000-2022,Otoño,SHAC_220,5424007,ASENTAMIENTO NOGALES,0.1914835015329671,0.003399491310119629,1,21,23,0.9130434782608695,-71.1991017,-32.7167592
2000-2022,Invierno,SHAC_220,5424007,ASENTAMIENTO NOGALES,0.11406250296875001,0.023526906967163086,1,21,23,0.9130434782608695,-71.1991017,-32.7167592
2000-2022,Primavera,SHAC_220,5424007,ASENTAMIENTO NOGALES,0.10799992082500016,0.010265946388244629,1,21,23,0.9130434782608695,-71.1991017,-32.7167592
2000-2022,Verano,SHAC_220,5424008,ASENTAMIENTO EL MELON,0.16181822809090896,0.0059517621994018555,1,21,23,0.9130434782608695,-71.1969396,-32.6916638
2000-2022,Otoño,SHAC_220,5424008,ASENTAMIENTO EL MELON,0.2463124998166667,0.001233220100402832,1,21,23,0.9130434782608695,-71.1969396,-32.6916638
2000-2022,Invierno,SHAC_220,5424008,ASENTAMIENTO EL MELON,0.19875001175000007,0.002289295196533203,1,21,23,0.9130434782608695,-71.1969396,-32.6916638
2000-2022,Primavera,SHAC_220,5424008,ASENTAMIENTO EL MELON,0.1081249952499999,0.05711805820465088,0,21,23,0.9130434782608695,-71.1969396,-32.6916638
2000-2022,Verano,SHAC_220,5424010,FUNDO EL CARMEN,0.09416667133333334,2.1338462829589844e-5,1,20,23,0.8695652173913043,-71.1717675,-32.7618931
2000-2022,Otoño,SHAC_220,5424010,FUNDO EL CARMEN,0.04454546081818181,0.032726168632507324,1,19,23,0.8260869565217391,-71.1717675,-32.7618931
2000-2022,Invierno,SHAC_220,5424010,FUNDO EL CARMEN,0.051428573571428556,3.629922866821289e-4,1,18,23,0.782608695652174,-71.1717675,-32.7618931
2000-2022,Primavera,SHAC_220,5424010,FUNDO EL CARMEN,0.07285714367857143,2.1457672119140625e-6,1,21,23,0.9130434782608695,-71.1717675,-32.7618931
2000-2022,Verano,SHAC_220,5424012,CONCHALI,0.096666654,0.02927255630493164,1,11,23,0.4782608695652174,-71.1566256,-32.7943131
2000-2022,Otoño,SHAC_220,5424012,CONCHALI,0.13399996759999996,5.984306335449219e-5,1,15,23,0.6521739130434783,-71.1566256,-32.7943131
2000-2022,Invierno,SHAC_220,5424012,CONCHALI,0.06958332925946971,0.032735586166381836,1,13,23,0.5652173913043478,-71.1566256,-32.7943131
2000-2022,Primavera,SHAC_220,5424012,CONCHALI,0.10491072487499997,0.002794981002807617,1,13,23,0.5652173913043478,-71.1566256,-32.7943131
2000-2022,Verano,SHAC_220,5425006,PARCELA SAN ANTONIO,0.024210522052631574,0.017358779907226563,1,19,23,0.8260869565217391,-71.2051613,-32.7985807
2000-2022,Otoño,SHAC_220,5425006,PARCELA SAN ANTONIO,0.015156249372767864,0.284321665763855,0,20,23,0.8695652173913043,-71.2051613,-32.7985807
2000-2022,Invierno,SHAC_220,5425006,PARCELA SAN ANTONIO,0.009868416332706766,0.563813328742981,0,17,23,0.7391304347826086,-71.2051613,-32.7985807
2000-2022,Primavera,SHAC_220,5425006,PARCELA SAN ANTONIO,0.004923077509615383,0.7702877521514893,0,20,23,0.8695652173913043,-71.2051613,-32.7985807
2000-2022,Verano,SHAC_220,5427010,A.P. OLMUE,0.19923074430769228,0.07150542736053467,0,7,23,0.30434782608695654,-71.1154751,-32.8294012
2000-2022,Otoño,SHAC_220,5427010,A.P. OLMUE,0.13230769449999996,0.2757577896118164,0,11,23,0.4782608695652174,-71.1154751,-32.8294012
2000-2022,Invierno,SHAC_220,5427010,A.P. OLMUE,0.21611102411111072,0.0467449426651001,1,12,23,0.5217391304347826,-71.1154751,-32.8294012
2000-2022,Primavera,SHAC_220,5427010,A.P. OLMUE,0.21349990354999973,0.12720370292663574,0,13,23,0.5652173913043478,-71.1154751,-32.8294012
2000-2022,Verano,SHAC_221,5425004,CALLEJON ZARAVIA,-0.0029999730000000112,1,0,18,23,0.782608695652174,-71.227236,-32.8184529
2000-2022,Otoño,SHAC_221,5425004,CALLEJON ZARAVIA,0.07166663833333331,0.06904435157775879,0,18,23,0.782608695652174,-71.227236,-32.8184529
2000-2022,Invierno,SHAC_221,5425004,CALLEJON ZARAVIA,-0.03500000666666677,0.3630203604698181,0,19,23,0.8260869565217391,-71.227236,-32.8184529
2000-2022,Primavera,SHAC_221,5425004,CALLEJON ZARAVIA,0.04944446333333355,0.3814786672592163,0,19,23,0.8260869565217391,-71.227236,-32.8184529
2000-2022,Verano,SHAC_221,5425005,CALLE SANTA MARIA,-0.49250006749999997,0.3675207495689392,0,7,23,0.30434782608695654,-71.2288218,-32.8366135
2000-2022,Otoño,SHAC_221,5425005,CALLE SANTA MARIA,-0.5174994435000002,0.035447899252176285,1,8,23,0.34782608695652173,-71.2288218,-32.8366135
2000-2022,Invierno,SHAC_221,5425005,CALLE SANTA MARIA,0.14650001539999966,0.26551032066345215,0,8,23,0.34782608695652173,-71.2288218,-32.8366135
2000-2022,Primavera,SHAC_221,5425005,CALLE SANTA MARIA,-0.09316674851666643,0.465512216091156,0,9,23,0.391304347826087,-71.2288218,-32.8366135
2000-2022,Verano,SHAC_221,5426005,FUNDO ESMERALDA (1),0.06166667,9.5367431640625e-7,1,22,23,0.9565217391304348,-71.2565717,-32.9175004
2000-2022,Otoño,SHAC_221,5426005,FUNDO ESMERALDA (1),0.07499998799999996,1.0728836059570313e-05,1,22,23,0.9565217391304348,-71.2565717,-32.9175004
2000-2022,Invierno,SHAC_221,5426005,FUNDO ESMERALDA (1),0.010000000500000003,0.16644501686096191,0,22,23,0.9565217391304348,-71.2565717,-32.9175004
2000-2022,Primavera,SHAC_221,5426005,FUNDO ESMERALDA (1),0.040750001225,2.886056900024414e-4,1,21,23,0.9130434782608695,-71.2565717,-32.9175004
2000-2022,Verano,SHAC_221,5426006,FUNDO ESMERALDA (2),0.07750000058333333,1.3828277587890625e-5,1,22,23,0.9565217391304348,-71.2565201,-32.9175735
